track_id,track_name,valence,energy,tempo,duration_ms,mood_label
7DRJbomKUm5CBpfQpEVsLt,La Tormenta (WYM210),0.0343,0.98,127.322,378250,sad
5ImggJADPMSEDyiXhlDdTa,God = Dog,0.0667,0.986,130.081,238907,sad
5geidohxFYXnTHnGGCm4pl,"Symphony No. 1 ""Polyphonic"": 1. Canons",0.0349,0.131,91.625,678587,sad
3nl97gCIZ7ISQPCo7zXxtV,First Love (feat. Brianna Caprice),0.0905,0.367,129.828,208613,sad
5wDc2fItBkFUJcLD7kmt1r,Englabörn - Víkingur Ólafsson Piano Version,0.0395,0.0581,137.073,309747,sad
4HnWB7Y1xUgy7sV9pv52b1,When We Fuck,0.0374,0.407,117.563,309661,sad
0aU187J2Qgr5ZbdXgOHpZv,Deep Heater Fan,0.0626,0.292,137.216,97942,sad
422XDQIe7Zbasg0UPuoPPw,Heading Up High (Mixed),0.0773,0.913,132.105,130887,sad
7ufPuSVFTKmuGpME9RKFfr,Mezmorize,0.039,0.515,133.947,240920,sad
6NfhuN4VV20Rn26OUwfJva,Gentle Arrival,0.0361,0.0769,64.613,364558,sad
5VpycYZ14pva2t85684HzU,Weird Fishes (A Cappella),0.0971,0.44,76.51,312157,sad
2yAr91sJO2OQinZLghgnzr,Blue Side (Outro),0.0812,0.394,80.466,90540,sad
3pg5WIb1ty7pcUFvXTg7Kf,A State Of Trance (ASOT 881) - Outro,0.0386,0.817,73.574,31420,sad
2JFpfxUU7o3A5wEcMa4o0l,Trois mélodies de 1886: I. Les anges,0.0966,0.0924,80.337,147907,sad
4gNrs4MvF8KAPOsNJ5DUDX,On Air,0.0806,0.673,122.011,291282,sad
6O7mwXpmWd5euKAwciwmlY,Ziploc Bags,0.0686,0.737,74.98,283214,sad
6GQnXHb7L0HKvLl9FXgGjP,Evening,0.0765,0.553,77.957,171874,sad
6JhSNd1NSE8K9tjPHpf3Ig,Main Titles,0.0798,0.47,169.856,71187,sad
5K1IWlUbwtGnygNVtir4Tt,Reina Sin Corona,0.0835,0.446,91.032,202427,sad
4FCXpbdc0SNfk742Eu0ub4,King of the Dead,0.0459,0.258,97.327,222145,sad
0fqaoia0cv8p94JLkTsTj9,BAD KID,0.0389,0.316,135.006,142222,sad
63NhY3rT4GBLRyRyjQWphl,Heavy Rain Loop (No Fade),1e-05,1.0,169.991,190121,sad
2AmFeITYfAQiPBB4FT8Qcy,Running Rain,1e-05,1.0,138.541,193636,sad
2qwwkHqicNDew4USDPsaPE,Flying - Original Mix,0.0494,0.0326,67.849,298960,sad
6DLmLSVSeFHw7T8G43Y4Z6,Deep Brown Noise Fan,0.0,2.02e-05,0.0,300000,sad
5qLwEAZvfYx1hzj1Q3LRXW,Drive - Symphonic Version,0.0728,0.356,110.968,237971,sad
7dFtZflQql7WUZY0LBA9Sl,Scars,0.0398,0.134,180.033,182147,sad
6pT7TCvuEL25ZcxBLo5XDd,No Halo - Rearranged 2018,0.0382,0.146,135.106,189452,sad
6VyaASwDrK7i923WCjKAaL,Stadium Arcadium (Mix Cut),0.0971,0.981,139.983,157714,sad
3bHj2dJKH1092ufQAQdV0L,Demons,0.0554,0.883,149.856,185612,sad
29npFnv2P4X1aCCSomHvVj,Sorrento Makes An Offer,0.036,0.164,119.728,213773,sad
6dYTfYAXgPYWW36lbXGLBX,Fan Enamorada,0.088,0.46,90.129,238773,sad
7JRV17HtiiXksxDdTdpYTy,Lease Of Life (ASOT 856),0.0389,0.752,135.997,222300,sad
3KiCVLESkkvnMKGldzfDZs,Introduction,0.0338,0.763,169.971,113023,sad
43w1mfDBN6MHueSkUjN7D8,Bandana (ASOT 890),0.031,0.689,131.822,236690,sad
0EfUEifZitYjVpyJfxxSn5,Crossroads,0.0741,0.888,138.017,229565,sad
5UlXQPENFk8RTlihuHQHae,Forever,0.0682,0.0303,139.729,319033,sad
2YXtcGzkfnCF0KH6ORO7z8,Gustavo,0.0773,0.427,135.007,75787,sad
6vU5UWQofHrAD7TKEkG7jg,Both of Em,0.0921,0.332,140.026,137499,sad
4Kc2V7zN8lbF9ibaYQcaSN,Light Showers,0.0297,0.859,159.111,157401,sad
6W6YhupU3fEDF1yRb7ohOl,Chariots of Fire - Piano-Quintet Version,0.0374,0.228,127.944,166296,sad
5KFpygqUHmLxNiJsQPAsPk,No.4 String Quartet,0.0269,0.11,74.552,199613,sad
6nZsCXscRzqPcb126OY12v,Violet Beau,0.034,0.0827,111.059,78987,sad
3QKI38J8BZcTTF1HusbUKh,Woman's World,0.164,0.671,163.828,217747,sad
2GsbHFt46oMjII4ebunanJ,Miss You So,0.119,0.725,79.794,171570,sad
3wIAoKwKklqjCbe4jIQpzp,Beauty and Madness,0.18,0.204,105.706,251013,sad
1aZhbOdRqshLS6uPjiO8Y4,The Scientist - Live In Buenos Aires,0.167,0.652,75.335,388600,sad
44mRa82ZFHFdxzVGc2pBIg,Hip Hop 15,0.144,0.269,156.65,242130,sad
7khM8BMXAZ1c2ZJe3CTdeE,"Susanna, HWV 66: Crystal Streams in Murmurs Flowing",0.156,0.0121,86.429,496987,sad
1HSGu2gDOW4mJri1L6OvYG,Cold Feet (ASOT 856),0.173,0.756,127.98,170612,sad
1HNywa8Bk0TmzRwQrzhtPo,I Guess I Just Feel Like,0.163,0.528,159.821,285480,sad
1lC70nga0XllsQd04MDXrj,Слишком плох для тебя,0.104,0.758,76.49,180062,sad
5xdfZDKwjrnmUwgbJWT0tg,A Conversation,0.135,0.126,80.537,162880,sad
2cndFpRrqC3BzayuW77z2F,Feel The Energy,0.126,0.536,119.977,301980,sad
5jhA6SD5E347Q7LuEKF508,A Man Needs a Maid,0.128,0.443,88.955,294320,sad
3jAkJ0sF8j2Ua121faEny3,Humble And Kind,0.148,0.48,151.478,260027,sad
1v24T2ug4TlssYZvI3aL4O,Lust for Life,0.109,0.438,87.4,176179,sad
1zR0m3WZHEPTsn7XEtncId,California (The Way I Say I Love You),0.108,0.834,129.021,258085,sad
3q7rXM98Y4elPAOOqf9bSy,Somebody Kissed Me at a Bar,0.16,0.552,133.901,238493,sad
5Uhm8Si1pmpi3RK369b0J3,My Response - Original Mix,0.172,0.403,132.665,191880,sad
4pxzKjT9GSKdLsVaG6aH1l,Ran Out,0.115,0.523,109.889,239491,sad
0HMxFGkedrAtK1Eer2EVwh,Dead Space,0.181,0.983,136.275,286705,sad
3756IxX23C0uDHROM49DIf,Blank Page,0.119,0.214,86.128,203206,sad
6sCUJD28AaThoqhras0jcu,Taste - Recorded at Spotify Studios NYC,0.141,0.287,106.194,463337,sad
4mPASYXWaAGJZv6ajVn10H,La Sangre de Cristo,0.161,0.361,72.52,399987,sad
3ZzznJs31Pwmgg1eSPJHVQ,"Wege zur Musik aus der Weihnachtsoratorium, Tiel 4 ""Hirt und König, Licht und Sonne"": Jesu Namensgebung",0.162,0.089,95.088,353040,sad
0OkoJDs1V32uCkw1r88cXd,"Wege zur Musik aus der Weihnachtsoratorium, Tiel 2 ""Und es waren Hirten auf dem Felde"": Hirten und Engelsmusik",0.151,0.0455,79.049,291587,sad
1eiDjkNOwX9LeSkSAGCA5a,Don't Trust Myself,0.131,0.477,109.047,169435,sad
6gYHo3porPclDg1XKmfDzQ,Coeur de gangster,0.102,0.577,115.963,207988,sad
5Ii84AGgyJjYpnT4cdhS2L,Restless,0.168,0.364,171.976,156279,sad
543CkyHnso7dtyNyYN0o4k,Pressure,0.13,0.943,180.014,165750,sad
29Dsr91SUVc8of1iNBpZTx,Does The Moon Hang Low,0.115,0.153,99.993,274053,sad
0glC5orhEAU7r4Jzk6gsIJ,Trust,0.117,0.373,142.087,219402,sad
3OO8jmNilipgFAw8eZyE6E,"Songs Of Life - From ""The Jazz Singer"" Soundtrack",0.11,0.32,165.882,210520,sad
6RQeu1rZUM8wiEFZ2ka5pD,Through the Years,0.151,0.105,136.467,218933,sad
0fGngdUSLUAWwmX6sdRDdR,No Love,0.133,0.471,76.965,227544,sad
6uylmPcNF734H6xizlRIn3,"Frühlingsstimmen, Op. 410",0.166,0.0428,181.28,465520,sad
3nv61WCjXsmYyVEE4RTmEH,Darkside,0.126,0.601,140.146,246648,sad
2JsauvE3zqLqkdxLSYi5P2,Overkill 2018,0.1,0.891,127.986,162235,sad
7x9P3wBbviwSrFlSWoKUxc,Holy,0.16,0.557,132.134,189091,sad
5QrkAZSkl71tR0pJhjHtZ1,Eyez to the Sky,0.126,0.485,119.954,216000,sad
1iGc01j2tes5B4KUULzaMy,"Organ Sonata No. 4 in E Minor, BWV 528: I. Adagio - Vivace",0.102,0.0682,174.104,176734,sad
7fYk4YZ0p7ko5KLpVpC2ZC,Ruby (ABGT300WD),0.171,0.785,122.331,361413,sad
67STNij6d50lBixEmZcClJ,Pato Loco,0.141,0.966,104.277,107227,sad
7cwhtGtdsDWgRqWr0khhTg,Before the Spring,0.172,0.0407,119.843,147750,sad
7gkTQkbdpbYUT0mKozJn02,Jo Lali Jo,0.126,0.438,109.938,324783,sad
1zBlx8uMzUxl61MG8nQ9UB,Dreamcatcher - Instrumental,0.173,0.0763,173.973,211920,sad
5tPgPDoDPWIf50JeSThnIK,Find,0.11,0.531,62.397,215040,sad
0kfWI3Lx8u07ieWZFLyQhP,Safe In The Storm,0.124,0.891,133.964,202388,sad
7MEfaIGanwUkxh5tSOkbcV,The Pilot,0.161,0.516,106.037,228113,sad
2dpAHYfcGgfxEyLNNlLlcL,Drifter,0.112,0.47,117.004,229744,sad
1h8QJnnfhkpGDq1wLw6Wa9,Breathe Deep (ASOT 874),0.109,0.738,130.058,195750,sad
6wEK3bmPhlvoAw0zUbbqKz,Bloxk Party (feat. Drego),0.18,0.555,172.047,207830,sad
3tLFB17ESub7gzHowoBlGS,Pirene's Fountain,0.183,0.406,112.994,284602,sad
4QBxTVIuBV5gsqU8hVTLIE,"Wir glauben all an einen Gott, BWV 765",0.162,0.0832,123.599,256680,sad
35JxG6R7Bssnw5OFtpK0fa,Beautiful Dress,0.181,0.307,133.765,211382,sad
5Yoil3iVFtEiiiC2hwCM7t,Up At Night,0.181,0.653,152.096,159474,sad
5FKEcpJqdoxtT7VAaKqlst,All My Heart,0.168,0.0775,166.091,251468,sad
6ri7HBhRcdzUriS1fyycWs,The Prophet Who Saw Fire,0.183,0.837,180.047,211436,sad
2ihL4TVPS1TR0Kh1lPcJnw,Embers,0.15,0.324,81.95,217509,sad
0VGVdIDJ28SpCJUPNuzNjh,Frenemies,0.139,0.591,126.906,151760,sad
02tWtFE40Y11M4jDpr4DQT,1 Second,0.169,0.993,130.026,179077,sad
7BiEAe7xurPYKaKRLshm9m,Cal Ripken Jr. Johnson (Revisited),0.161,0.439,94.868,182148,sad
43Chw8RrGf1w1ISRhykCAv,Soyuz One,0.164,0.296,172.137,379205,sad
4xX9UMTY0B9UnwFQnomTba,"Winterreise, D. 911 ""Winter Journey"": V. Der Lindenbaum ""The Linden Tree """,0.101,0.0301,86.692,286067,sad
06JVxtdfpMtc7ViUVO1wER,Honesty,0.154,0.504,170.313,277682,sad
1zaR1Rnai6bSvuIfe4EtyB,Did You Know? (ASOT 854) - Matt Fax Remix,0.107,0.672,132.074,203578,sad
0WGhsKLNJCWvTh7wIRKoJq,Smooth Operator,0.139,0.448,149.987,227291,sad
6kZDqD7a4BeJMG03EawVOH,Pillow Talking,0.182,0.841,89.04,318370,sad
5oyp4EH53ok5cHW3ofbKhw,ETIGAFY,0.168,0.572,110.044,185856,sad
1RUEhoBHZNs8T5kXdw6TdM,Power Down,0.17,0.32,107.992,200853,sad
4KUw7QEQ7erDDLshfbhRqj,Galdrar,0.172,0.358,159.945,199125,sad
0UfcFY0LscvSRrOF4g6e1t,Joyride - Radio Edit,0.129,0.939,124.01,216774,sad
5wMlr2ncg0SoPOKEs0Pc85,Next,0.1,0.561,118.992,230947,sad
4SFZc8kZRehhy8sCVJtKfs,1. Maestoso - Allegro,0.166,0.0574,74.533,405493,sad
3nJuP6wP2C3KagblFUjsBS,Serenade For Strings,0.154,0.128,116.029,133522,sad
56DmxOJzVSIhhTaHSLxdxZ,Raise the Bridge - Instrumental,0.133,0.784,94.787,133468,sad
5FWyHjKMW85oZoqgG1zD9b,Servin Killa Kam,0.184,0.661,143.979,186739,sad
7f7a6fNzgpWGo7rF5v3xC9,And The Druids Turned To Stone - Live,0.172,0.339,131.717,282827,sad
4pvwyXkwtXdrKIXpOc0keI,Truth and Life,0.165,0.866,159.985,163500,sad
4zgHvI6vsJAK8kigxhkgks,High (Laxcity Remix),0.158,0.511,127.942,226062,sad
0UxRKXiD1BQCqBK58lU5nw,Scarif,0.145,0.963,174.014,358952,sad
3zUGlJo1fvZuTJOAsloCoN,You Got Me,0.178,0.44,139.915,219900,sad
1M9Ds8HqJ54UywzPLfWY0W,these broken limbs again into one body,0.111,0.412,112.824,277051,sad
5WZqebhBJjH0kXOZ77bVjH,The Wave (ASOT 854),0.109,0.987,137.982,250406,sad
6uPbspSsPgY1HllrwWcv1I,Jack in the Box (Schizophrenia Reprise),0.155,0.573,100.049,68080,sad
2uEJVFLJ9SiIIqvg3Y52Rp,"The Four Seasons, Violin Concerto in F Minor, Op. 8 No. 4, RV 297 ""Winter"": II. Largo",0.167,0.182,80.779,114000,sad
3a4C6OhiiVAaHU3PoeiRgk,Hearts Ain't Gonna Lie - High Contrast Remix,0.182,0.892,173.879,232854,sad
4wHtpMy77895QPhCAfIfzS,Revenge,0.164,0.229,129.212,265957,sad
0l6PH3XX1MeWdoEwZRlHuR,Fuck It Up,0.115,0.418,136.084,150960,sad
1XEWO5FN2hp68z4nT1bqcS,Room For Doubt - Dub,0.155,0.93,130.027,384000,sad
0elCmyfISzkP5tAYTVuYjS,August,0.16,0.602,172.25,261734,sad
1y0FhVFVZ2eG82sn0M7H7v,Peace,0.102,0.0595,99.034,436000,sad
5nbHgr3bLxqENgBpP3HtbP,"Preludes, Op. 28: No. 17 in A-Flat Major (Allegretto)",0.11,0.0612,92.864,198053,sad
2OLBz4In47gb2ZxTtv6kNS,"Wege zur Musik aus der Weihnachtsoratorium, Tiel 3 ""Wir haben seinen Stern gesehen"": Die Herodes-Episode",0.16,0.1,116.934,556840,sad
29eZ3b1mfZIwOMQMdRFNZ0,Mercy,0.169,0.54,97.004,239267,sad
6O9j1vgKbtyYjczzwGH6EU,Gun Fight,0.131,0.212,144.001,222634,sad
30r107ODEMiFUEpnFHSGW7,Only Road - Cosmic Gate Remix,0.146,0.866,127.995,225000,sad
0PyVe9mKzN8QCEVqgYJZkk,Let Your Love Pour Out,0.173,0.357,143.823,246680,sad
4uIjHhAi3EYJg4q5Twlz8B,"The Seasons, Op. 37a: V. May: White Night",0.112,0.00743,71.915,409387,sad
2ZIAkCTvOVtzvFIFrWG7Bp,"Gott ist unsere Zuversicht, BWV 197: III Schläfert aller Sorgenkummer",0.156,0.119,66.4,414907,sad
5zERVExYKa9P9xqWxdjrm7,"Symphony No. 9 in D Minor, Op. 125: IV. Presto",0.107,0.202,73.409,1369827,sad
7J9PRw5UP3tfHoj2rZLqR4,Good Love,0.166,0.52,83.701,215171,sad
6Z8e93OPaSyYbdTlMvv0LZ,And The Grass Won't Pay No Mind - Live At The Greek Theatre/2012,0.184,0.446,98.334,242120,sad
427XzUjDbsxBlFEYy0FiBk,"Chorale Preludes: Ivx. Gottes Sohn ist kommen, BWV 703",0.139,0.136,63.972,57067,sad
2fgcgrvuvjXtwyJ8UgUfel,Hate Is a Disease,0.145,0.973,75.026,283600,sad
2BPV2KZmFybub6OE9fRlsU,Lost Without Your Lovin',0.183,0.622,115.914,177931,sad
5nwnZn0CxgL59hGbWaF1O9,Tsunami,0.128,0.209,109.576,334636,sad
1CTyK0QmhtX6wh4iFPfREz,The One,0.145,0.866,120.049,164050,sad
7A1zYQudjMon4Z2IXRIef2,Comfortable - Interlude,0.14,0.492,179.718,160000,sad
3bz2yCNfsthiDXiHeVc17Y,Look In My Eyes,0.115,0.203,115.941,134182,sad
6LuZ8Ed5TLKpAgNBBc19nh,"Concerto No. 4 in E-Flat Major, K.495: II. Romance. Andante Cantabile",0.153,0.0167,74.503,240136,sad
3WndntaTrvMxaWSWkWl2Kd,Grenada Homes,0.111,0.972,146.923,183044,sad
00ouOEm3tjGulcKdDljycR,Dreams,0.136,0.288,123.975,214387,sad
3pcSevDsOZHnzidgdS9vHU,Right Here Right Now,0.159,0.595,143.96,378986,sad
4wTUUhhxBAPQymEkjvMSZU,Ana Fi Dar,0.171,0.669,137.072,202320,sad
6B0jH7fluWGaBwq6tr1qxG,Amongst the Trees I Wait,0.115,0.122,105.982,243147,sad
5aRFSeeJfwPH86x4Pl9F25,Enough Enough Enough,0.142,0.99,104.931,204915,sad
7DcGVBpRxFQZ2mliJnBdNl,There Is a Fountain (Full of Love) [Live],0.139,0.376,126.006,448972,sad
2m0gYnCjOfLILPnZ4qjPxj,ZEBRA,0.123,0.447,107.918,186837,sad
74eGO4Y6pw4M0J0BLdJOsM,Nemo - Original Mix,0.159,0.665,155.951,224609,sad
6Ynt4PM3sHT6JNuAvGOuRc,Not Ready to Say Goodbye,0.123,0.241,122.431,241080,sad
2VFYXt58KtahZFbRvHedIa,Black Waves / Silver Moon,0.114,0.716,103.246,381904,sad
5e1SdsSKB5ADDpIvitOCRY,Electro Attack,0.121,0.56,127.995,205533,sad
4ckR53QqY5hkJylP5AdVxI,Voices,0.17,0.841,92.009,203478,sad
0RIgzt7SEmemDqkuI26WZH,"St. John Passion, BWV 245: No. 14, Petrus, der nicht denkt zurück (Live)",0.103,0.0574,138.304,79400,sad
2dyoAUok3JghK7dQQeQ2lU,Never The Heroes,0.17,0.781,116.001,263973,sad
7AN0HlVL3LsO3IO1GNnzHl,"Trio Sonata in G major, BWV 1039: I. Adagio",0.133,0.0391,89.959,241162,sad
0wCk7d7cb0T0MNQ5wsXAqD,"St. John Passion, BWV 245, Pt. 2: No. 28, Er nahm alles wohl in Acht",0.174,0.107,133.854,70663,sad
2qa36oFyLIvkvEzNQZN3Ko,Never Alone (feat. Watoto),0.107,0.266,74.166,243203,sad
5MsSbKCoRMj1TPVcQB52cz,"English Lyrics, Set 12: No. 5, Dream Pedlary",0.115,0.0245,75.332,166493,sad
4cvp7jfcqkZzgYJ4DWNo08,Next to You - Remix,0.184,0.437,80.995,144013,sad
3njnVx3b4709RcomIazwPj,For The First Time (ASOT 885) - Ben Gold Remix,0.13,0.799,135.016,213450,sad
3AK3nLOinqC6BgJkj9N7iO,Feelin Like Love,0.158,0.735,100.942,163082,sad
2CT3zRItIa0XFhu06NgdIx,It's In The Room (Radio Edit),0.146,0.623,155.684,270000,sad
1fQyC3GXuMAEOU1f1RjBzr,Black River,0.118,0.436,120.181,310500,sad
4Uh2aJTKtYc5dwzNGZdAsx,"2 Arabesques, L. 66: I. Andantino con moto",0.105,0.00993,70.187,419499,sad
2bnNkkGcUkCHueq4cleCPY,You Can Stay,0.172,0.709,95.007,194526,sad
2d1fFtfsPOqCoTURgBKV7N,Jenny Jenkins,0.177,0.406,127.954,199387,sad
4TZ7WF0j6ttJuLUkOdeFUz,"Canon & Gigue in D Major, P. 37: Canon (Arr. H. Farberman for Percussion Ensemble)",0.132,0.0676,135.084,406627,sad
05gYc0AswFFM3WV8m0rvlU,"Piano Quartet in B-Flat Major, Op. 13: II. Andante con moto",0.174,0.0587,87.877,457027,sad
1T1qcTyvUu0DksdyatnsiB,You Got Me,0.132,0.465,107.005,208324,sad
5HbZRiMNwwoU2ccEOxij6N,We All Fall In Love Sometimes,0.151,0.0821,90.765,239906,sad
2ijL5zJSBhTecQQmZM3nzz,"Symphonic Etudes, Op. 13 (Robert Schumann)",0.0992,0.0274,134.038,1853200,sad
01j2QbJT9Ve7GDdDbwEqmg,Redeemer of Israel,0.173,0.374,117.994,210710,sad
4UAW2gObi5o6sJla0qZpPn,Mariners Apartment Complex,0.172,0.284,76.012,246421,sad
0tm2z0ZiOERnHDQmEOprTd,HEART8REAK,0.156,0.509,111.994,175714,sad
4bVh9Iy365aV29HoQw7HPE,Khurasan,0.16,0.362,96.007,246881,sad
3MyLMUzQkQW8p6iCQBc5VE,Entrance,0.184,0.969,130.0,217846,sad
0eLODvHLfdY6MoglAXQmIR,Full Moon - Instrumental,0.114,0.957,95.01,189711,sad
12ySivJfqi0umCK9t4goEU,Black and White,0.16,0.132,116.232,162918,sad
2PZpYgAudxOgbHcy9RUKg2,Whatever,0.109,0.547,128.804,5040048,sad
1wKKBBBbxE8GxNceVJ9pBz,No Accident,0.167,0.588,147.048,183476,sad
20UUzwnE9T1NOeWu2uWtdV,Camilla - Bonus Bass,0.109,0.000676,123.356,31220,sad
5yOfYRCMaS3BLU6yYPGRfh,New Rules - Piano Acoustic,0.152,0.308,115.969,199138,sad
59xknpenZ9uagjzOa2Cz0R,XNX,0.148,0.707,130.019,143693,sad
1NsOB54ah4tUcU6vcaJjM1,"String Quartet No. 4 in C Major, D. 46: I. Adagio - Allegro con moto",0.103,0.166,122.748,533560,sad
65cn6iEZ01ZddnAh7DocES,The Glide,0.139,0.337,77.069,41633,sad
0tzGZS6p3c360Vot1CJG5A,"Partita in D Minor, BWV 997: I. Prélude (Transcribed by Toyohiko Satoh and Walter van Hauw)",0.166,0.0731,63.067,231654,sad
3eacKh3aXQFJBZoHv9zlkB,Sway - Acoustic,0.139,0.0419,136.441,161405,sad
0mw5UJxUbDlxQP5xQyasm3,Amigos No,0.183,0.524,137.784,234972,sad
3KcIGNhLYEPidm6gZn9Uhw,"Christ, der du bist der helle Tag, BWV 766: I. Chorale Partita",0.16,0.00652,69.364,49827,sad
7zV8fllpNemwfMfvb2qEUj,Накрита неба бурим дахом...,0.102,0.946,145.086,592934,sad
2guqn8c4L97Vka0nUyRlWv,"Ouverture, BWV 820: IV. Trio",0.116,0.042,133.866,52879,sad
7IFvHHSrsjhuueIqzZkMem,Perfect,0.158,0.896,103.052,276733,sad
5qo81amE7v6JBbTDQ2MrZo,혼자 하는 일 On My Own,0.181,0.447,127.728,223044,sad
0HsoXvRehbkEm4QuwuFjDL,War,0.183,0.404,140.0,207491,sad
7AXFq61qqGpqgwkgfeQsP4,i don't want to say too much,0.113,0.354,75.993,142105,sad
7E7OhdrlxKzsCBIm2q31Ii,"Goldberg Variations, BWV 988 (Arr. for Accordion): Aria",0.136,0.0191,78.541,277147,sad
7tVJ1U2qwGdCEFjP3UHnRY,"Concerto No. 2 in F Major, BWV 1047: II. Andante",0.143,0.122,114.156,216453,sad
7hWa53fOj9Fh0X790Bl32B,True Love,0.118,0.599,150.253,240000,sad
5PdkO9RT7Z3ANCsaDzLOEp,Water on the Bridge,0.127,0.345,174.871,247387,sad
6iPqTtANNXSIz3kOiePMus,Where Do I Begin?,0.119,0.278,84.107,175873,sad
5GSUg6Jg5CNqp9W8BXHa55,Let U Go,0.117,0.605,119.72,184000,sad
5OL2oWohAvI5JnsTQJxPlR,Can Carry No Weight,0.138,0.878,119.937,270419,sad
4jCpw8N4sUKj8I2d0bq2Lz,When You Come,0.116,0.376,132.021,309030,sad
5pZKaJu6NbirDUYlsPBHZJ,Drawn to You,0.172,0.182,126.659,254482,sad
3C3U9ThlvxjmG1jg8ybVq2,"Tarantelle di bravura, S. 386 (Franz Liszt)",0.122,0.389,88.676,353818,sad
6U869dnR0qF1SkXNJTjBEN,"Markus Passion, BWV 247: Recitativo (Evangelista) ""Und nach zween Tagen war Ostern"" (aus BWV 244)",0.175,0.163,69.56,23933,sad
3GMCWxEmBG9RlNLzTOwEHO,우연처럼 Coincidence - Instrumental,0.105,0.49,69.996,204526,sad
7iQGSRgbzEq1WwGLIeOHbc,Unfold,0.158,0.312,122.968,201639,sad
23ruMTZp8v5mQhg7aXM51u,Glassy Eyed,0.165,0.868,92.033,260870,sad
1CnYxmfixyZmDWnYjYtah9,"歌劇コジ・ファン・トゥッテ, K. 588 第 1幕: 無分別なひとたちね!(フィオルディリージ)",0.173,0.17,99.036,74867,sad
6xOxjonbwoFS5EvPYXdN9Q,Wake Me Up When September Ends,0.145,0.246,106.463,253397,sad
79NnnaifsdmKFdIr1qdU6o,Sleepless In Phoenix,0.11,0.892,105.021,225707,sad
1BSMGMoPK6UnK6hfY4gMMp,Come Thru,0.179,0.425,127.759,165936,sad
6CQnrDJMrLKGQY0xdSRGz7,Like A Motherless Child - George Fitzgerald Remix,0.173,0.723,107.996,285931,sad
3ELcHC9CE4SwPFJeKwfgk3,Deadline (ASOT 888),0.109,0.893,137.982,261410,sad
04nQgeTajwIDg0cYBaVctj,Waves,0.178,0.206,81.457,133072,sad
5RIqpjqd18Imj4M078uyRY,Dismal,0.123,0.976,160.042,232960,sad
3JyRks35HBY2oYTklwigLz,Enough Echo (ASOT 850 - Part 2),0.173,0.849,136.038,222369,sad
2wf4JxK89vF6bpmMaaVIjp,Elegy for the Arctic,0.101,0.0445,67.602,187417,sad
3mAqFcKey0XnlKPmIG6y9K,The Only Words,0.181,0.683,78.12,329267,sad
1UVw1LBlwC6iMVj4STTJOF,Blueberry (ASOT 876) - Daniel Wanrooy Remix,0.115,0.97,129.973,266020,sad
1TTJVirHy0AdrdSfcBBdNE,Dirty Cigarettes (Quiet Slang),0.179,0.294,137.994,201947,sad
5AS6lEMicuth6edVmSAT1H,Echoes of an Ugly Past,0.178,0.711,99.98,385050,sad
0wBVVajkFTuH1sDMEhBzGN,Contra La Pared - Instrumental,0.143,0.347,93.955,224681,sad
3mNQmCMp213NVa17jIZdw6,"St. Matthew Passion, BWV 244 / Part Two: No.68 Chorus I/II: ""Wir setzen uns mit Tränen nieder""",0.171,0.181,68.715,304987,sad
6rSe2AQJwCtgDrxMoYEgax,Lose You Too,0.159,0.357,147.062,186463,sad
2P2IW4uHN1ZU4ufWYqkolo,Sorry Seems To Be The Hardest Word,0.166,0.435,122.101,195519,sad
7rLMCVdhWfUqjKMjPBzlCq,Mercy - English Version,0.176,0.554,96.956,239347,sad
18VUqQVVqOgoNMZ5HLzX3B,The Long Way Around,0.119,0.953,127.997,315347,sad
4WQ1CiZDJuyy1qTesGQXfd,"The Mercy of Titus: Act 2, Scene 2: No more shall Hymen descend",0.182,0.175,82.474,422120,sad
7ri5fYyMgjTuBKdfny2CnM,The Get Back,0.106,0.78,140.911,49640,sad
3H2tIARwlAIXMkF1azCxPB,Rebels Feat. Macntaj,0.103,0.859,89.95,269333,sad
2kAIpGWnlFLQh48iut6Zzq,Free Spirit,0.11,0.446,139.994,182080,sad
6IoPBW7BzKqSCKGgpcbQDb,Celestial Hysteria,0.0992,0.996,109.992,334379,sad
3d0JcMpCXcmvXpcSl0NMjV,再愛,0.177,0.529,146.001,260186,sad
4R67j4TY3vP1Iaghp2LsBb,Love Plane,0.105,0.417,133.845,223000,sad
4QLxM3J7F8vDvCb9tNYUYT,Supernatural,0.158,0.497,120.044,168464,sad
33msUUSpPTRKeFItoykl38,unjustified,0.145,0.997,156.407,169253,sad
0VRJetfW0Z81Wr97T56v7T,"Requiem in D Minor, K. 626: VIII. Communion. Lux aeterna (Live)",0.113,0.402,74.146,423760,sad
2nJfhiGxeYzNYrE27RtZQl,Nomad,0.125,0.854,140.03,170143,sad
3Kv2ISvHnPooOo2YvXo0l6,College Girl (feat. Quez of Travis Porter),0.119,0.689,83.291,240982,sad
1QmnFOT5nezcBxbg8VEjEt,Got You (feat. Dave),0.115,0.408,126.649,233368,sad
5jOler9ESUeXt0xdqM0Kqo,Atlas: Six,0.178,0.341,95.583,252834,sad
1MlZhojO5q9vu2cZzjdPSm,Hasti (Mongolian Folk),0.121,0.395,120.739,230120,sad
4ulCe5A1fWhNDfepa3G8NS,Stronger (feat. Nikki Jean),0.167,0.842,88.699,245420,sad
4rropDXhEKJzQcyWKZBHZg,Love Unfinished,0.126,0.393,112.052,126233,sad
